CustomerID,Gender,SeniorCitizen,TenureMonths,Contract,PaperlessBilling,PaymentMethod,InternetService,OnlineSecurity,TechSupport,MonthlyCharges,TotalCharges,SupportTickets,PaymentDelays,Churn
CUST-10790,Female,0,37,Two year,No,Electronic check,Fiber optic,Yes,No,78.19,2917.45,2,1,No
CUST-10791,Female,1,29,Two year,Yes,Mailed check,DSL,No,Yes,79.18,2262.49,1,2,No
CUST-10792,Male,0,12,One year,No,Credit card (automatic),DSL,No,No,19.76,219.36,3,1,No
CUST-10793,Female,0,17,Month-to-month,Yes,Bank transfer (automatic),DSL,No,No,30.84,547.52,0,0,Yes
CUST-10794,Male,1,48,Month-to-month,No,Credit card (automatic),Fiber optic,No,No,42.02,2062.76,2,1,No
CUST-10795,Male,0,26,Month-to-month,No,Bank transfer (automatic),DSL,Yes,No,86.39,2158.67,1,1,Yes
CUST-10796,Male,0,12,One year,No,Electronic check,Fiber optic,No,No,76.21,945.93,1,0,No
CUST-10797,Male,0,21,Month-to-month,Yes,Mailed check,DSL,Yes,No,94.39,1959.31,1,0,No
CUST-10798,Male,0,42,Month-to-month,No,Bank transfer (automatic),Fiber optic,No,Yes,92.68,3948.82,3,0,Yes
CUST-10799,Male,0,61,Month-to-month,No,Credit card (automatic),DSL,Yes,Yes,103.99,6251.43,0,1,No
CUST-10800,Male,0,58,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,Yes,Yes,56.12,3377.22,0,3,No
CUST-10801,Female,1,54,One year,Yes,Bank transfer (automatic),DSL,No,Yes,52.93,2813.91,4,2,No
CUST-10802,Male,0,34,Two year,Yes,Bank transfer (automatic),DSL,Yes,Yes,101.77,3531.68,1,1,No
CUST-10803,Male,0,7,One year,Yes,Bank transfer (automatic),No,Yes,Yes,42.13,291.45,1,0,Yes
CUST-10804,Female,0,35,One year,No,Bank transfer (automatic),,Yes,Yes,64.6,2220.07,2,1,Yes
CUST-10805,Female,0,15,One year,Yes,Bank transfer (automatic),DSL,Yes,No,37.78,579.96,0,0,No
CUST-10806,Female,0,65,Month-to-month,Yes,Credit card (automatic),Fiber optic,No,No,110.09,7207.31,0,0,No
CUST-10807,Male,0,25,Month-to-month,No,Bank transfer (automatic),Fiber optic,No,Yes,59.23,1403.11,5,2,Yes
CUST-10808,Female,0,59,Two year,Yes,Bank transfer (automatic),Fiber optic,No,Yes,39.6,2371.48,1,2,No
CUST-10809,Male,0,6,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,No,No,87.8,526.19,1,0,Yes
CUST-10810,Male,0,52,Month-to-month,Yes,Mailed check,No,Yes,Yes,42.84,2256.53,0,2,No
CUST-10811,Male,0,21,One year,No,Electronic check,DSL,No,No,113.07,2375.02,1,1,No
CUST-10812,Male,0,71,Month-to-month,Yes,Electronic check,Fiber optic,No,Yes,55.2,3890.61,0,2,Yes
CUST-10813,Female,0,32,Month-to-month,Yes,Electronic check,DSL,Yes,No,85.05,2665.94,1,0,Yes
CUST-10814,Female,0,53,Month-to-month,Yes,Credit card (automatic),Fiber optic,Yes,No,52.95,2839.98,0,1,Yes
CUST-10815,Male,0,59,Month-to-month,No,Credit card (automatic),No,No,Yes,99.38,5896.78,0,1,No
CUST-10816,Male,0,69,Month-to-month,No,Credit card (automatic),No,No,Yes,108.39,7512.02,0,1,Yes
CUST-10817,Male,0,62,Month-to-month,Yes,Bank transfer (automatic),No,No,No,97.44,6062.66,1,1,No
CUST-10818,Female,0,4,One year,No,Electronic check,No,Yes,Yes,103.52,461.31,1,1,Yes
CUST-10819,Male,0,18,Two year,Yes,Bank transfer (automatic),Fiber optic,No,Yes,28.49,583.12,2,0,No
CUST-10820,Male,0,56,Month-to-month,No,Mailed check,Fiber optic,Yes,No,111.12,6128.9,0,1,Yes
CUST-10821,Female,0,24,Two year,No,Electronic check,No,Yes,No,80.99,1826.67,2,2,No
CUST-10822,Female,0,66,Month-to-month,Yes,Mailed check,DSL,No,Yes,105.61,7056.16,2,0,No
CUST-10823,Male,0,13,Month-to-month,Yes,Mailed check,Fiber optic,Yes,Yes,87.04,1064.47,3,0,Yes
CUST-10824,Female,0,62,Month-to-month,Yes,Bank transfer (automatic),,Yes,No,38.54,2335.17,0,0,No
CUST-10825,Female,0,54,One year,No,Electronic check,No,No,No,79.51,4279.16,1,1,No
CUST-10826,Male,0,15,Month-to-month,Yes,Mailed check,No,Yes,No,27.39,328.15,0,1,No
CUST-10827,Female,0,69,One year,No,Electronic check,No,Yes,Yes,88.17,6064.65,1,3,Yes
CUST-10828,Male,0,3,One year,No,Mailed check,No,Yes,No,59.35,130.64,3,1,Yes
CUST-10829,Female,0,37,Month-to-month,Yes,Mailed check,Fiber optic,No,Yes,33.5,1227.83,1,0,No
CUST-10830,Male,0,37,One year,No,Bank transfer (automatic),DSL,Yes,No,116.66,4330.41,1,0,No
CUST-10831,Male,0,3,Two year,No,Electronic check,DSL,Yes,Yes,108.81,309.25,1,0,No
CUST-10832,Male,0,63,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,Yes,Yes,108.05,6787.45,0,1,No
CUST-10833,Female,0,35,Month-to-month,No,Bank transfer (automatic),Fiber optic,No,No,97.53,3426.45,2,5,Yes
CUST-10834,Male,1,52,One year,No,Bank transfer (automatic),Fiber optic,No,Yes,87.79,4617.29,2,1,Yes
CUST-10835,Female,0,28,One year,Yes,,Fiber optic,No,No,84.09,2434.67,2,2,Yes
CUST-10836,Male,1,18,Month-to-month,Yes,Bank transfer (automatic),No,No,Yes,28.91,509.45,1,0,No
CUST-10837,Male,0,36,Month-to-month,Yes,Mailed check,Fiber optic,No,Yes,108.76,4006.6,3,1,Yes
CUST-10838,Female,0,33,Month-to-month,No,Electronic check,No,No,Yes,106.8,3568.24,3,1,Yes
CUST-10839,Male,0,64,Month-to-month,No,Electronic check,No,No,No,93.41,5916.64,1,2,No
CUST-10840,Male,1,26,Month-to-month,No,Bank transfer (automatic),Fiber optic,Yes,No,111.45,2834.64,2,4,Yes
CUST-10841,Female,0,48,Two year,Yes,Electronic check,Fiber optic,Yes,Yes,73.83,3514.98,3,1,No
CUST-10842,Male,0,40,One year,No,Mailed check,Fiber optic,No,No,63.24,2601.83,5,1,Yes
CUST-10843,Male,0,17,Month-to-month,No,Bank transfer (automatic),,No,Yes,115.53,1938.94,4,1,Yes
CUST-10844,Male,0,40,One year,No,Credit card (automatic),DSL,No,No,64.9,2501.38,1,0,No
CUST-10845,Male,0,7,Two year,Yes,Credit card (automatic),DSL,Yes,No,82.7,567.46,0,3,Yes
CUST-10846,Female,0,57,Month-to-month,Yes,Mailed check,DSL,Yes,Yes,55.74,3078.15,1,2,No
CUST-10847,Female,0,8,Month-to-month,Yes,Mailed check,DSL,Yes,Yes,82.2,604.85,1,1,Yes
CUST-10848,Male,0,56,Month-to-month,No,Credit card (automatic),DSL,Yes,Yes,90.62,5045.37,3,1,No
CUST-10849,Female,0,31,One year,No,Bank transfer (automatic),DSL,No,No,81.03,2519.41,1,1,No
CUST-10850,Male,0,59,Month-to-month,Yes,Mailed check,Fiber optic,Yes,Yes,69.96,4178.85,2,1,No
CUST-10851,Female,0,58,Two year,Yes,Credit card (automatic),No,Yes,Yes,48.41,2842.49,2,1,No
CUST-10852,Male,1,12,Month-to-month,No,Bank transfer (automatic),Fiber optic,Yes,No,82.96,936.55,0,1,No
CUST-10853,Male,0,48,Month-to-month,Yes,Mailed check,No,No,No,109.55,5239.81,1,1,No
CUST-10854,Male,0,31,Month-to-month,No,Electronic check,No,No,Yes,18.94,590.96,1,1,No
CUST-10855,Male,0,63,Month-to-month,Yes,Electronic check,Fiber optic,No,Yes,31.71,1984.62,1,1,Yes
CUST-10856,Male,0,39,One year,Yes,Electronic check,Fiber optic,Yes,No,30.29,1167.85,0,0,No
CUST-10857,Male,0,20,Two year,Yes,Bank transfer (automatic),DSL,Yes,No,111.03,2134.46,0,1,No
CUST-10858,Female,0,48,Month-to-month,No,Mailed check,No,Yes,No,84.86,4015.64,1,0,No
CUST-10859,Male,0,71,Two year,Yes,Credit card (automatic),No,No,No,113.9,8066.75,2,1,Yes
CUST-10860,Female,0,54,Two year,No,Mailed check,Fiber optic,No,Yes,76.82,3993.62,0,0,No
CUST-10861,Male,0,71,Month-to-month,Yes,Electronic check,DSL,Yes,Yes,64.65,4622.18,1,0,No
CUST-10862,Female,0,29,One year,Yes,Electronic check,No,Yes,No,97.88,2769.89,2,1,No
CUST-10863,Female,0,48,Month-to-month,No,Bank transfer (automatic),DSL,No,Yes,34.42,1686.5,2,0,No
CUST-10864,Female,1,56,One year,No,Credit card (automatic),DSL,Yes,Yes,56.57,3197.87,0,0,No
CUST-10865,Male,0,17,Month-to-month,Yes,Bank transfer (automatic),No,Yes,Yes,65.11,1079.69,2,0,Yes
CUST-10866,Male,0,9,One year,No,Credit card (automatic),Fiber optic,Yes,No,48.25,484.28,1,1,Yes
CUST-10867,Female,0,34,Month-to-month,Yes,Mailed check,Fiber optic,No,Yes,55.56,1926.2,1,0,No
CUST-10868,Male,0,45,Two year,No,Bank transfer (automatic),No,No,No,26.1,1159.05,1,2,No
CUST-10869,Female,0,9,Two year,No,Bank transfer (automatic),Fiber optic,No,Yes,38.15,,3,2,Yes
CUST-10870,Male,0,7,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,No,No,51.97,418.65,0,2,Yes
CUST-10871,Female,0,16,Month-to-month,Yes,Electronic check,DSL,No,No,98.24,1583.44,2,1,Yes
CUST-10872,Female,0,19,Month-to-month,No,Electronic check,DSL,No,No,36.59,747.44,0,2,No
CUST-10873,Male,0,6,One year,No,Credit card (automatic),No,No,Yes,53.09,199.09,1,0,No
CUST-10874,Female,0,11,Month-to-month,Yes,Mailed check,Fiber optic,No,Yes,24.77,277.39,1,1,Yes
CUST-10875,Male,0,61,One year,No,Bank transfer (automatic),DSL,No,Yes,74.24,4449.77,1,1,No
CUST-10876,Female,0,42,Month-to-month,No,Electronic check,DSL,Yes,Yes,79.68,3345.27,4,1,Yes
CUST-10877,Female,0,13,Month-to-month,No,Bank transfer (automatic),Fiber optic,Yes,Yes,105.23,1403.68,2,0,Yes
CUST-10878,Male,0,12,Month-to-month,No,Credit card (automatic),Fiber optic,Yes,No,100.57,1293.8,2,0,Yes
CUST-10879,Male,0,20,Month-to-month,Yes,Credit card (automatic),Fiber optic,Yes,Yes,46.93,891.69,2,1,Yes
CUST-10880,Male,0,50,One year,Yes,,Fiber optic,No,Yes,32.01,1574.21,1,0,No
CUST-10881,Female,0,36,Two year,No,Credit card (automatic),DSL,Yes,Yes,33.94,1217.06,6,1,No
CUST-10882,Male,0,69,Month-to-month,No,Bank transfer (automatic),Fiber optic,Yes,Yes,115.63,7929.74,1,1,Yes
CUST-10883,Female,0,37,Month-to-month,Yes,Mailed check,No,Yes,No,85.91,3227.6,3,0,No
CUST-10884,Female,0,12,Month-to-month,No,Mailed check,DSL,No,No,22.53,266.86,2,1,Yes
CUST-10885,Male,1,40,One year,No,Electronic check,Fiber optic,Yes,No,32.0,1286.1,1,2,No
CUST-10886,Male,0,54,Month-to-month,No,Bank transfer (automatic),Fiber optic,Yes,No,67.07,3652.79,1,0,No
CUST-10887,Female,0,2,One year,No,Credit card (automatic),Fiber optic,Yes,Yes,39.14,74.69,1,0,Yes
CUST-10888,Female,0,50,Two year,No,Electronic check,DSL,No,No,99.02,4910.12,1,0,Yes
CUST-10889,Male,0,41,Month-to-month,Yes,,No,Yes,Yes,75.86,3107.11,0,1,No
CUST-10890,Male,0,45,One year,No,Bank transfer (automatic),Fiber optic,No,No,79.82,3549.09,4,0,No
CUST-10891,Male,1,9,Month-to-month,No,Mailed check,No,No,No,64.76,588.24,0,2,Yes
CUST-10892,Male,1,62,Month-to-month,No,Mailed check,DSL,Yes,Yes,43.98,2776.61,1,0,No
CUST-10893,Male,0,47,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,No,Yes,77.49,3583.28,1,3,No
CUST-10894,Female,1,5,Month-to-month,No,Electronic check,No,No,No,90.31,374.93,3,2,Yes
CUST-10895,Female,1,1,Month-to-month,No,Mailed check,Fiber optic,Yes,Yes,55.53,57.99,2,2,Yes
CUST-10896,Female,0,44,Month-to-month,Yes,Mailed check,,No,Yes,69.0,2997.61,1,0,Yes
CUST-10897,Female,1,22,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,Yes,Yes,102.64,2259.67,2,1,Yes
CUST-10898,Male,0,38,Month-to-month,Yes,Bank transfer (automatic),DSL,Yes,No,33.19,1277.24,1,0,No
CUST-10899,Male,0,19,One year,Yes,Mailed check,Fiber optic,Yes,No,73.05,1280.77,0,2,Yes
CUST-10900,Male,0,31,Two year,No,Electronic check,DSL,No,No,53.27,1685.86,1,0,Yes
CUST-10901,Female,0,67,Month-to-month,No,Mailed check,DSL,Yes,No,88.88,5896.48,0,1,No
CUST-10902,Female,1,42,Month-to-month,No,Bank transfer (automatic),Fiber optic,Yes,Yes,20.14,844.76,3,0,No
CUST-10903,Male,0,26,Month-to-month,Yes,Mailed check,DSL,Yes,Yes,85.63,2193.41,1,0,No
CUST-10904,Male,0,13,Two year,No,Bank transfer (automatic),No,No,Yes,28.59,344.07,2,0,No
CUST-10905,Female,0,58,One year,Yes,Mailed check,No,Yes,Yes,24.76,1520.78,2,0,Yes
CUST-10906,Female,1,18,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,No,No,91.07,1655.22,5,1,Yes
CUST-10907,Male,1,67,Month-to-month,No,Bank transfer (automatic),No,No,Yes,82.6,5579.43,2,0,No
CUST-10908,Male,0,3,Month-to-month,Yes,Electronic check,No,Yes,No,108.19,332.12,0,1,Yes
CUST-10909,Female,0,55,Month-to-month,Yes,Bank transfer (automatic),DSL,No,No,70.48,3907.4,2,0,No
CUST-10910,Male,0,58,Two year,No,Mailed check,No,Yes,No,71.52,4169.03,1,1,No
CUST-10911,Male,0,63,Two year,No,,DSL,No,Yes,89.31,5639.25,4,0,No
CUST-10912,Male,0,52,Month-to-month,Yes,Credit card (automatic),Fiber optic,Yes,Yes,50.75,2694.36,0,0,No
CUST-10913,Female,0,24,Month-to-month,No,Mailed check,,Yes,No,21.96,,1,0,Yes
CUST-10914,Female,0,72,Month-to-month,No,Electronic check,Fiber optic,No,No,41.37,3092.9,3,0,No
CUST-10915,Female,0,9,Month-to-month,Yes,Mailed check,DSL,Yes,Yes,42.17,427.56,1,1,No
CUST-10916,Female,0,37,Two year,Yes,Electronic check,DSL,Yes,No,51.98,1866.28,1,0,No
CUST-10917,Female,0,53,Month-to-month,No,Credit card (automatic),Fiber optic,No,Yes,113.07,5983.88,1,1,No
CUST-10918,Female,0,24,Month-to-month,No,Electronic check,Fiber optic,No,No,99.14,2399.21,2,0,No
CUST-10919,Female,0,21,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,No,No,112.31,2360.73,0,0,No
CUST-10920,Male,0,40,Two year,No,Credit card (automatic),Fiber optic,No,Yes,118.61,4778.74,2,1,No
CUST-10921,Male,0,62,One year,Yes,Credit card (automatic),DSL,No,Yes,61.84,3873.93,3,1,No
CUST-10922,Male,0,70,Month-to-month,Yes,Electronic check,DSL,Yes,No,41.07,2806.92,2,2,No
CUST-10923,Male,0,69,Month-to-month,No,Mailed check,Fiber optic,Yes,No,74.53,5206.62,0,0,No
CUST-10924,Male,0,14,Month-to-month,No,Electronic check,Fiber optic,Yes,Yes,106.8,1470.36,1,1,Yes
CUST-10925,Male,0,42,Two year,No,Electronic check,DSL,No,No,65.06,2702.72,0,0,No
CUST-10926,Male,0,50,Month-to-month,No,Credit card (automatic),DSL,No,No,69.04,3422.04,1,2,No
CUST-10927,Female,0,61,Month-to-month,No,Bank transfer (automatic),DSL,Yes,No,31.76,1977.79,2,1,No
CUST-10928,Female,1,4,Month-to-month,Yes,Mailed check,DSL,No,No,60.51,228.69,2,1,No
CUST-10929,Male,0,72,One year,No,Electronic check,Fiber optic,Yes,No,57.14,4080.9,3,0,No
CUST-10930,Male,0,17,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,Yes,No,53.59,889.83,0,2,Yes
CUST-10931,Female,1,57,Month-to-month,No,Bank transfer (automatic),Fiber optic,No,Yes,107.42,6033.21,4,2,Yes
CUST-10932,Male,0,48,One year,Yes,Mailed check,No,No,No,24.21,1119.97,0,0,No
CUST-10933,Male,0,44,One year,No,Bank transfer (automatic),DSL,No,Yes,115.95,5039.82,2,3,Yes
CUST-10934,Female,0,45,One year,No,Electronic check,Fiber optic,No,No,19.08,845.14,1,1,No
CUST-10935,Male,0,33,Two year,Yes,Credit card (automatic),Fiber optic,No,No,113.28,3771.45,1,1,No
CUST-10936,Female,0,31,Month-to-month,No,Bank transfer (automatic),,No,Yes,73.33,,0,0,Yes
CUST-10937,Male,0,47,Month-to-month,No,Credit card (automatic),Fiber optic,Yes,Yes,88.85,4238.79,0,0,Yes
CUST-10938,Female,1,6,Two year,Yes,Mailed check,Fiber optic,No,Yes,37.06,274.06,2,0,No
CUST-10939,Female,1,72,Month-to-month,Yes,Mailed check,Fiber optic,Yes,Yes,84.0,6021.57,0,0,No
CUST-10940,Female,0,71,One year,Yes,Bank transfer (automatic),DSL,Yes,Yes,106.89,7590.14,1,0,No
CUST-10941,Male,0,34,One year,No,Credit card (automatic),Fiber optic,Yes,No,32.27,1095.55,0,1,No
CUST-10942,Female,0,53,Month-to-month,Yes,Electronic check,Fiber optic,No,Yes,31.02,1536.51,1,0,No
CUST-10943,Male,1,14,Month-to-month,Yes,Credit card (automatic),No,Yes,Yes,48.8,622.34,3,2,Yes
CUST-10944,Male,1,16,One year,No,Bank transfer (automatic),Fiber optic,No,Yes,34.5,543.64,1,0,No
CUST-10945,Male,0,43,Two year,No,Credit card (automatic),Fiber optic,No,No,29.37,1254.27,2,1,No
CUST-10946,Male,0,12,One year,No,Credit card (automatic),Fiber optic,No,No,86.42,1062.66,2,2,Yes
CUST-10947,Female,0,70,Month-to-month,No,,No,No,No,39.74,2804.98,0,2,Yes
CUST-10948,Female,0,19,Month-to-month,No,Bank transfer (automatic),No,No,Yes,85.28,1531.79,0,3,Yes
CUST-10949,Male,0,41,Month-to-month,No,Credit card (automatic),Fiber optic,Yes,No,104.87,4325.6,1,0,Yes
CUST-10950,Male,0,53,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,No,No,83.78,4449.27,2,0,No
CUST-10951,Female,0,29,Month-to-month,Yes,Electronic check,DSL,Yes,No,30.25,908.42,3,0,Yes
CUST-10952,Male,0,70,Two year,No,Bank transfer (automatic),Fiber optic,No,No,75.89,5365.64,1,1,No
CUST-10953,Female,0,59,One year,Yes,Electronic check,Fiber optic,No,Yes,57.81,3403.65,1,0,No
CUST-10954,Male,1,64,One year,Yes,Bank transfer (automatic),Fiber optic,No,Yes,52.76,3438.92,4,0,No
CUST-10955,Male,0,24,Month-to-month,Yes,Bank transfer (automatic),DSL,Yes,Yes,50.26,1161.77,1,3,No
CUST-10956,Female,0,16,Month-to-month,Yes,Credit card (automatic),Fiber optic,Yes,Yes,111.66,1739.27,0,2,Yes
CUST-10957,Male,0,52,Two year,No,Credit card (automatic),DSL,Yes,Yes,92.87,4850.68,3,1,No
CUST-10958,Female,0,6,Month-to-month,No,Electronic check,Fiber optic,Yes,Yes,31.7,171.76,1,1,Yes
CUST-10959,Male,0,37,Month-to-month,Yes,Electronic check,DSL,No,Yes,66.09,2458.41,0,2,No
CUST-10960,Male,0,4,Month-to-month,No,,Fiber optic,No,Yes,50.23,300.57,2,1,Yes
CUST-10961,Male,0,38,Two year,Yes,Credit card (automatic),DSL,Yes,No,116.53,,0,0,No
CUST-10962,Female,0,41,Two year,Yes,Electronic check,DSL,Yes,No,116.54,4788.75,1,1,No
CUST-10963,Male,0,14,Month-to-month,No,Credit card (automatic),Fiber optic,Yes,Yes,50.36,661.58,1,0,Yes
CUST-10964,Male,0,71,Two year,Yes,Bank transfer (automatic),DSL,Yes,Yes,53.64,3723.44,1,2,No
CUST-10965,Male,0,51,Month-to-month,No,Mailed check,Fiber optic,No,No,78.49,3999.36,2,1,Yes
CUST-10966,Male,0,65,Month-to-month,No,,No,No,No,66.42,,2,2,Yes
CUST-10967,Female,0,52,Two year,No,Credit card (automatic),No,No,No,39.67,2046.69,3,1,No
CUST-10968,Female,0,30,Two year,No,Credit card (automatic),DSL,Yes,Yes,84.62,2558.67,0,0,No
CUST-10969,Male,0,57,One year,No,Credit card (automatic),No,Yes,No,51.83,3025.63,0,0,No
CUST-10970,Female,0,30,One year,No,Electronic check,Fiber optic,No,Yes,83.95,2588.58,3,0,No
CUST-10971,Male,0,42,Two year,No,Electronic check,No,Yes,No,56.81,2407.46,0,1,Yes
CUST-10972,Male,0,11,One year,No,Mailed check,No,Yes,No,88.62,983.33,1,0,No
CUST-10973,Male,0,27,Two year,No,Bank transfer (automatic),DSL,Yes,Yes,85.36,2228.79,1,1,Yes
CUST-10974,Female,0,24,One year,Yes,,Fiber optic,No,No,69.39,1633.85,4,1,No
CUST-10975,Female,0,39,Two year,No,Mailed check,DSL,Yes,Yes,89.08,3460.08,5,1,No
CUST-10976,Female,1,72,Two year,Yes,Bank transfer (automatic),No,No,No,64.58,4607.14,0,0,No
CUST-10977,Female,0,18,Month-to-month,No,Electronic check,Fiber optic,Yes,Yes,29.92,550.98,2,1,No
CUST-10978,Female,0,45,Two year,Yes,Credit card (automatic),Fiber optic,Yes,Yes,36.55,1740.33,1,0,No
CUST-10979,Female,0,12,Month-to-month,No,Bank transfer (automatic),Fiber optic,No,Yes,42.97,591.53,0,0,Yes
CUST-10980,Female,0,49,Month-to-month,No,Credit card (automatic),No,No,No,24.6,1217.59,1,0,No
CUST-10981,Female,0,31,One year,No,Credit card (automatic),No,No,Yes,89.74,2820.91,4,2,No
CUST-10982,Female,0,22,Month-to-month,Yes,Electronic check,Fiber optic,No,No,55.17,1177.31,3,0,Yes
CUST-10983,Male,1,44,Month-to-month,Yes,Credit card (automatic),Fiber optic,Yes,No,27.65,1289.8,3,1,No
CUST-10984,Female,0,64,Two year,No,Bank transfer (automatic),No,Yes,Yes,100.66,6364.14,1,3,No
CUST-10985,Female,0,25,Month-to-month,Yes,Electronic check,No,No,Yes,86.96,2219.64,5,0,Yes
CUST-10986,Female,0,51,Month-to-month,No,Mailed check,DSL,No,No,63.7,3273.48,3,0,No
CUST-10987,Female,0,7,Two year,Yes,Electronic check,DSL,Yes,No,43.12,264.05,1,0,No
CUST-10988,Female,0,6,Month-to-month,Yes,Bank transfer (automatic),DSL,Yes,Yes,33.5,190.56,2,1,No
CUST-10989,Female,0,24,Month-to-month,Yes,Electronic check,Fiber optic,Yes,No,64.32,1486.97,2,0,No
CUST-10990,Female,0,19,Month-to-month,No,Bank transfer (automatic),DSL,No,Yes,107.22,,1,0,Yes
CUST-10991,Female,0,9,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,No,Yes,37.18,255.07,0,1,No
CUST-10992,Female,1,36,One year,Yes,Electronic check,Fiber optic,Yes,Yes,75.4,2752.78,0,0,No
CUST-10993,Female,1,40,Two year,No,Bank transfer (automatic),Fiber optic,No,No,114.9,4656.27,0,0,No
CUST-10994,Female,0,24,Month-to-month,No,Mailed check,Fiber optic,Yes,No,82.28,1866.63,2,0,Yes
CUST-10995,Male,0,48,Two year,Yes,Bank transfer (automatic),DSL,No,No,62.47,3090.48,0,0,Yes
CUST-10996,Male,1,63,Month-to-month,Yes,Mailed check,No,No,No,90.25,5685.15,0,1,No
CUST-10997,Female,1,69,Month-to-month,No,Mailed check,No,Yes,Yes,101.12,6991.77,2,1,Yes
CUST-10998,Female,0,53,One year,No,Bank transfer (automatic),Fiber optic,Yes,No,77.6,4039.18,0,1,No
CUST-10999,Male,0,54,One year,No,Credit card (automatic),No,No,Yes,105.87,5783.02,0,0,Yes
CUST-11000,Female,0,42,One year,No,Mailed check,DSL,Yes,Yes,69.97,2948.75,0,0,No
CUST-11001,Male,0,45,Month-to-month,No,Mailed check,No,No,No,101.67,4632.09,0,1,Yes
CUST-11002,Male,1,14,Month-to-month,Yes,Electronic check,,Yes,No,113.93,1656.06,2,1,Yes
CUST-11003,Male,0,29,Month-to-month,No,Mailed check,Fiber optic,Yes,No,68.62,2056.72,2,1,Yes
CUST-11004,Male,1,6,Month-to-month,No,Mailed check,DSL,No,Yes,79.05,441.89,0,0,No
CUST-11005,Male,0,7,One year,Yes,Mailed check,Fiber optic,Yes,No,79.5,546.1,2,1,No
CUST-11006,Female,1,37,Month-to-month,No,Mailed check,DSL,No,Yes,96.78,3550.27,1,0,Yes
CUST-11007,Male,0,53,One year,No,Credit card (automatic),Fiber optic,No,Yes,100.96,5395.63,2,0,No
CUST-11008,Female,1,18,Month-to-month,No,Mailed check,Fiber optic,No,No,20.99,394.46,2,2,No
CUST-11009,Female,0,38,Month-to-month,Yes,Bank transfer (automatic),No,No,No,91.95,3547.56,1,2,Yes
CUST-11010,Male,0,59,Month-to-month,No,Credit card (automatic),Fiber optic,Yes,No,97.02,5779.82,0,0,No
CUST-11011,Male,0,1,Month-to-month,No,Mailed check,DSL,No,Yes,88.64,88.64,3,1,No
CUST-11012,Female,1,68,Two year,No,Bank transfer (automatic),DSL,No,Yes,89.98,6186.18,3,0,No
CUST-11013,Male,0,44,Month-to-month,No,Bank transfer (automatic),No,No,No,22.41,1033.58,0,1,No
CUST-11014,Male,1,47,Month-to-month,Yes,Credit card (automatic),Fiber optic,Yes,No,62.67,2927.03,1,1,Yes
CUST-11015,Female,1,35,Two year,Yes,Credit card (automatic),Fiber optic,No,Yes,100.48,3534.29,0,2,No
CUST-11016,Female,0,60,One year,No,Bank transfer (automatic),Fiber optic,No,No,112.12,6721.02,1,1,Yes
CUST-11017,Male,0,52,Month-to-month,No,Credit card (automatic),Fiber optic,Yes,No,41.31,2178.92,2,0,No
CUST-11018,Female,0,8,Month-to-month,No,Credit card (automatic),DSL,No,Yes,76.46,593.11,3,2,Yes
CUST-11019,Male,0,41,One year,No,Electronic check,Fiber optic,No,Yes,99.09,4086.64,0,4,Yes
CUST-11020,Male,0,3,Two year,No,Credit card (automatic),DSL,Yes,No,93.87,284.98,1,2,No
CUST-11021,Male,0,69,Two year,No,Electronic check,DSL,No,Yes,80.45,5529.44,0,1,No
CUST-11022,Female,0,14,Month-to-month,No,Credit card (automatic),DSL,No,No,20.13,291.33,2,0,Yes
CUST-11023,Female,0,26,Two year,Yes,Credit card (automatic),DSL,Yes,Yes,91.0,2501.32,2,0,No
CUST-11024,Female,0,70,Month-to-month,No,Bank transfer (automatic),DSL,Yes,Yes,95.96,6682.92,1,1,No
CUST-11025,Female,0,58,Month-to-month,Yes,Electronic check,No,Yes,Yes,90.9,5259.7,3,2,Yes
CUST-11026,Female,1,40,Two year,Yes,Credit card (automatic),Fiber optic,No,Yes,95.21,3774.99,0,1,Yes
CUST-11027,Male,0,51,Month-to-month,No,Mailed check,No,No,No,61.56,3111.4,2,0,No
CUST-11028,Male,1,5,Month-to-month,Yes,Credit card (automatic),DSL,Yes,Yes,118.12,631.39,2,2,No
CUST-11029,Male,0,32,Month-to-month,Yes,Bank transfer (automatic),DSL,No,No,95.71,3098.51,0,0,No
CUST-11030,Male,0,1,Month-to-month,Yes,Bank transfer (automatic),No,Yes,Yes,76.41,76.41,3,0,Yes
CUST-11031,Female,0,54,One year,No,Bank transfer (automatic),,No,No,112.14,6106.87,1,2,No
CUST-11032,Male,0,11,One year,Yes,Electronic check,DSL,Yes,Yes,109.52,1244.39,0,1,No
CUST-11033,Female,0,53,Month-to-month,Yes,Electronic check,Fiber optic,Yes,Yes,100.11,5297.71,0,0,Yes
CUST-11034,Male,0,8,Month-to-month,No,Electronic check,Fiber optic,Yes,No,74.9,522.51,2,1,Yes
